ieltsMarks,toefl_ibt,minimumGPA,tuitionFeeUSD,ielts_toefl_interaction,gpa_tuition_interaction,ielts_squared,toefl_squared,country_AUS,country_CAD,country_NZ,country_UK,country_US,courseLevelSimplified_Postgraduate,courseLevelSimplified_Undergraduate,universityRankingNum,uniqueID
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-1.1534459729870996,0
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-1.1534459729870996,1
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-1.1534459729870996,2
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-1.1534459729870996,3
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-1.1534459729870996,4
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-1.1534459729870996,5
0.48433302428171143,0.01340223876458206,0.3657690499288256,-0.01514566395260905,0.12566959332991082,0.06967398213933224,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-0.904636567679964,6
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.038192499131668826,0.12566959332991082,0.12185259319273067,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-0.6399457109702452,7
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.038192499131668826,0.12566959332991082,0.12185259319273067,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-0.6399457109702452,8
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.09915039979941498,0.12566959332991082,0.18148529153947263,0.4699739260937023,-0.05404248484113824,True,False,False,False,False,False,True,-0.6399457109702452,9
