ieltsMarks,toefl_ibt,minimumGPA,tuitionFeeUSD,country_AUS,country_CAD,country_NZ,country_UK,country_US,courseLevelSimplified_Postgraduate,courseLevelSimplified_Undergraduate,universityRankingNum,uniqueID
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.6839652593306046,True,False,False,False,False,False,True,-1.1534459729870996,0
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.6839652593306046,True,False,False,False,False,False,True,-1.1534459729870996,1
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.6839652593306046,True,False,False,False,False,False,True,-1.1534459729870996,2
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.6839652593306046,True,False,False,False,False,False,True,-1.1534459729870996,3
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.6839652593306046,True,False,False,False,False,False,True,-1.1534459729870996,4
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.6839652593306046,True,False,False,False,False,False,True,-1.1534459729870996,5
0.48433302428171143,0.2657129080574342,0.3657690499288256,-0.01514566395260905,True,False,False,False,False,False,True,-0.904636567679964,6
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.038192499131668826,True,False,False,False,False,False,True,-0.6399457109702452,7
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.038192499131668826,True,False,False,False,False,False,True,-0.6399457109702452,8
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.09915039979941498,True,False,False,False,False,False,True,-0.6399457109702452,9
0.48433302428171143,0.2657129080574342,0.3657690499288256,0.038192499131668826,True,False,False,False,False,False,True,-0.6399457109702452,10
0.48433302428171143,0.892377884343462,1.0756319468277307,1.1024158482894035,True,False,False,False,False,True,False,-1.5293069895149003,11
0.48433302428171143,0.892377884343462,1.0756319468277307,1.1024158482894035,True,False,False,False,False,True,False,-1.5293069895149003,12
0.48433302428171143,0.892377884343462,1.0756319468277307,1.1024158482894035,True,False,False,False,False,True,False,-1.5293069895149003,13
0.48433302428171143,0.892377884343462,1.0756319468277307,1.1024158482894035,True,False,False,False,False,True,False,-1.5293069895149003,14
0.48433302428171143,0.2657129080574342,1.0756319468277307,1.10089190077271,True,False,False,False,False,True,False,-1.7622349434194529,15
0.48433302428171143,0.2657129080574342,1.0756319468277307,-0.02276540153607732,True,False,False,False,False,True,False,-0.6399457109702452,16
0.48433302428171143,0.2657129080574342,1.0756319468277307,-0.02276540153607732,True,False,False,False,False,True,False,-0.6399457109702452,17
0.48433302428171143,0.2657129080574342,1.0756319468277307,-0.02276540153607732,True,False,False,False,False,True,False,-0.6399457109702452,18
0.48433302428171143,0.2657129080574342,1.0756319468277307,-0.02276540153607732,True,False,False,False,False,True,False,-0.6399457109702452,19
0.48433302428171143,0.2657129080574342,1.0756319468277307,-0.15128497544390865,True,False,False,False,False,True,False,-0.37525485426052646,20
0.48433302428171143,0.2657129080574342,-1.053956743868983,-1.241850148183467,False,True,False,False,False,False,True,-0.11056399755080769,21
-1.2304676833102972,-0.8167084146184321,-1.053956743868983,-1.2909388422308106,False,True,False,False,False,False,True,-0.11056399755080769,22
-1.2304676833102972,-0.8167084146184321,-1.053956743868983,-1.2857369059959427,False,True,False,False,False,False,True,-0.11056399755080769,23
0.48433302428171143,0.7784387977460024,-1.053956743868983,-0.950688252445939,False,True,False,False,False,False,True,-0.11056399755080769,24
-1.2304676833102972,0.7784387977460024,-1.053956743868983,-1.6062787514543435,False,True,False,False,False,False,True,-0.11056399755080769,25
0.48433302428171143,0.6644997111485428,-1.053956743868983,-0.922114236507933,False,True,False,False,False,False,True,-0.11056399755080769,26
-1.2304676833102972,0.7784387977460024,-1.053956743868983,-1.6062787514543435,False,True,False,False,False,False,True,-0.11056399755080769,27
0.48433302428171143,0.2657129080574342,-1.053956743868983,0.2198939338143737,False,True,False,False,False,False,True,0.15412685915891108,28
-1.2304676833102972,-0.8167084146184321,-1.053956743868983,-0.9163261666127984,False,True,False,False,False,False,True,-0.11056399755080769,29
-1.2304676833102972,-0.8167084146184321,-1.053956743868983,-1.787467319184315,False,True,False,False,False,False,True,-0.11056399755080769,30
0.48433302428171143,0.2657129080574342,-1.053956743868983,-1.182797181911588,False,True,False,False,False,False,True,-0.11056399755080769,31
-1.2304676833102972,-0.8167084146184321,-1.053956743868983,-1.0923127981079022,False,True,False,False,False,False,True,-0.11056399755080769,32
0.48433302428171143,0.7784387977460024,-1.053956743868983,0.001705678780061158,False,True,False,False,False,False,True,0.15412685915891108,33
0.48433302428171143,0.6644997111485428,-1.053956743868983,-1.0441033045509587,False,True,False,False,False,False,True,-0.11056399755080769,34
0.48433302428171143,0.3796519946548938,-1.053956743868983,-0.807818172755909,False,True,False,False,False,False,True,-0.11056399755080769,35
0.48433302428171143,0.7784387977460024,-1.053956743868983,0.001705678780061158,False,True,False,False,False,False,True,0.15412685915891108,36
0.48433302428171143,0.4935910812523534,-1.053956743868983,0.2110286622028385,False,True,False,False,False,False,True,2.2716537128366614,37
0.48433302428171143,0.2657129080574342,-1.053956743868983,-1.231373009006198,False,True,False,False,False,False,True,-0.11056399755080769,38
0.48433302428171143,0.4935910812523534,-1.053956743868983,0.2110286622028385,False,True,False,False,False,False,True,2.2716537128366614,39
0.48433302428171143,0.6644997111485428,-1.053956743868983,0.9235473929646549,False,True,False,False,False,False,True,0.6835085725783486,40
0.48433302428171143,0.2657129080574342,-1.053956743868983,-1.182797181911588,False,True,False,False,False,False,True,-0.10527018041661332,41
0.48433302428171143,0.7784387977460024,-1.053956743868983,-0.1479782047105703,False,True,False,False,False,False,True,0.15412685915891108,42
