ieltsMarks,toefl_ibt,minimumGPA,tuitionFeeUSD,ielts_toefl_interaction,gpa_tuition_interaction,country_AUS,country_CAD,country_NZ,country_UK,country_US,courseLevelSimplified_Postgraduate,courseLevelSimplified_Undergraduate,universityRankingNum,uniqueID
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,True,False,False,False,False,False,True,-1.3821354688018421,0
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,True,False,False,False,False,False,True,-1.3821354688018421,1
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,True,False,False,False,False,False,True,-1.3821354688018421,2
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,True,False,False,False,False,False,True,-1.3821354688018421,3
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,True,False,False,False,False,False,True,-1.3821354688018421,4
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.6839652593306046,0.12566959332991082,0.7535864913035242,True,False,False,False,False,False,True,-1.3821354688018421,5
0.48433302428171143,0.01340223876458206,0.3657690499288256,-0.01514566395260905,0.12566959332991082,0.06967398213933224,True,False,False,False,False,False,True,-0.8926553282989839,6
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.038192499131668826,0.12566959332991082,0.12185259319273067,True,False,False,False,False,False,True,-0.48390644770751273,7
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.038192499131668826,0.12566959332991082,0.12185259319273067,True,False,False,False,False,False,True,-0.48390644770751273,8
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.09915039979941498,0.12566959332991082,0.18148529153947263,True,False,False,False,False,False,True,-0.48390644770751273,9
0.48433302428171143,0.01340223876458206,0.3657690499288256,0.038192499131668826,0.12566959332991082,0.12185259319273067,True,False,False,False,False,False,True,-0.48390644770751273,10
0.48433302428171143,1.0863259087513666,1.0756319468277307,1.1024158482894035,1.0133651030769777,1.4247205651077002,True,False,False,False,False,True,False,-2.514353728642633,11
